"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&base_name=dinosauria"
"Access Time","Thu 2023-03-02 21:53:56 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","dinosauria"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.491"
"Records Found","2668"
"Records Returned","2668"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"18695","spm","","474524","0","21852","","","","","pubis","","1","table","","based on specimens described by Gilmore (1936)","Apatosaurus louisae","species","57752","","Apatosaurus louisae","species","57752","150.8","145","34472"
"18696","spm","","474524","0","21852","","","","","scapula","","1","table","","based on specimens described by Gilmore (1936)","Apatosaurus louisae","species","57752","","Apatosaurus louisae","species","57752","150.8","145","34472"
"18697","spm","","486009","0","48626","USNM 7757","holotype","","","ulna","","1","table","","see also Galton 1974","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","70.6","66","12059"
"18698","spm","","486009","0","48626","USNM 7757","holotype","","","radius","","1","table","","see also Galton 1974","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","70.6","66","12059"
"18699","spm","","486009","0","48626","USNM 7757","holotype","","","femur","","1","table","","see also Galton 1974; said to be 335 by Horner and Weishampel 1988","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","70.6","66","12059"
"18700","spm","","486009","0","48626","USNM 7757","holotype","","","tibia","","1","table","","see also Galton 1974","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","70.6","66","12059"
"18701","spm","","486009","0","48626","USNM 7757","holotype","","","fibula","","1","table","","see also Galton 1974","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","70.6","66","12059"
"18702","spm","","529358","30775","54081","AMNH 5031","","","","humerus","","1","table","","215 by 22 according to Gilmore 1915","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","72.1","66","12623"
"18703","spm","","529358","30775","54081","AMNH 5031","","","","tibia","","1","table","","no minimum width","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","72.1","66","12623"
"18704","spm","","529357","30776","54080","AMNH 5034","","","","humerus","","1","table","","","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","70.6","66","12623"
"18705","spm","","529357","30776","54080","AMNH 5034","","","","ulna","","1","table","","no minimum width","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","70.6","66","12623"
"18706","spm","","529357","30776","54080","AMNH 5034","","","","radius","","1","table","","","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","70.6","66","12623"
"18707","spm","","485997","0","48624","ROM 804","holotype","","","humerus","","1","table","","minimum width (156) appears to be in error","Thescelosaurus warreni","species","52895","recombined as","Parksosaurus warreni","species","52895","70.6","66","12623"
"18708","spm","","485997","0","48624","ROM 804","holotype","","","ulna","","1","table","","no minimum width and length stated as ""47"" (I assume the 1 was left out)","Thescelosaurus warreni","species","52895","recombined as","Parksosaurus warreni","species","52895","70.6","66","12623"
"18709","spm","","485997","0","48624","ROM 804","holotype","","","radius","","1","table","","no minimum width and length placed in quotes","Thescelosaurus warreni","species","52895","recombined as","Parksosaurus warreni","species","52895","70.6","66","12623"
"18710","spm","","485997","0","48624","ROM 804","holotype","","","femur","","1","table","","no minimum width","Thescelosaurus warreni","species","52895","recombined as","Parksosaurus warreni","species","52895","70.6","66","12623"
"18711","spm","","485997","0","48624","ROM 804","holotype","","","tibia","","1","table","","no minimum width; said to be 300 mm by Horner and Weishampel 1988","Thescelosaurus warreni","species","52895","recombined as","Parksosaurus warreni","species","52895","70.6","66","12623"
"18712","spm","","485997","0","48624","ROM 804","holotype","","","fibula","","1","table","","","Thescelosaurus warreni","species","52895","recombined as","Parksosaurus warreni","species","52895","70.6","66","12623"
"18713","spm","","280868","0","26793","BMNH R196","","","","humerus","","1","table","","","Iguanodon","genus","38749","","Iguanodon","genus","38749","136.4","122.46","12623"
"18714","spm","","280868","0","26793","BMNH R196","","","","ulna","","1","table","","","Iguanodon","genus","38749","","Iguanodon","genus","38749","136.4","122.46","12623"
"18715","spm","","280868","0","26793","BMNH R196","","","","radius","","1","table","","","Iguanodon","genus","38749","","Iguanodon","genus","38749","136.4","122.46","12623"
"18716","spm","","280868","0","26793","BMNH R196","","","","femur","","1","table","","no minimum width","Iguanodon","genus","38749","","Iguanodon","genus","38749","136.4","122.46","12623"
"18717","spm","","280868","0","26793","BMNH R196","","","","tibia","","1","table","","no minimum width; length placed in quotes","Iguanodon","genus","38749","","Iguanodon","genus","38749","136.4","122.46","12623"
"18718","spm","","367440","0","34747","PU 18133","","","","femur","","1","table","","","Leptoceratops gracilis","species","52827","","Leptoceratops gracilis","species","52827","70.6","66","9234"
"18719","spm","","367440","0","34747","PU 18133","","","","tibia","","1","table","","","Leptoceratops gracilis","species","52827","","Leptoceratops gracilis","species","52827","70.6","66","9234"
"18720","spm","","604289","0","64353","NMC 8887","","","","femur","","1","table","","","Leptoceratops gracilis","species","52827","","Leptoceratops gracilis","species","52827","70.6","66","9234"
"18721","spm","","604289","0","64353","NMC 8887","","","","tibia","","1","table","","","Leptoceratops gracilis","species","52827","","Leptoceratops gracilis","species","52827","70.6","66","9234"
"18722","spm","","604289","0","64353","NMC 8887","","","","fibula","","1","table","","","Leptoceratops gracilis","species","52827","","Leptoceratops gracilis","species","52827","70.6","66","9234"
"18723","spm","","604289","0","64353","NMC 8888","","","","femur","","1","table","","","Leptoceratops gracilis","species","52827","","Leptoceratops gracilis","species","52827","70.6","66","9234"
"18724","spm","","604289","0","64353","NMC 8888","","","","tibia","","1","table","","","Leptoceratops gracilis","species","52827","","Leptoceratops gracilis","species","52827","70.6","66","9234"
"18725","spm","","604289","0","64353","NMC 8888","","","","fibula","","1","table","","","Leptoceratops gracilis","species","52827","","Leptoceratops gracilis","species","52827","70.6","66","9234"
"18726","spm","","604289","0","64353","NMC 8889","","","","femur","","1","table","","","Leptoceratops gracilis","species","52827","","Leptoceratops gracilis","species","52827","70.6","66","9234"
"18727","spm","","604289","0","64353","NMC 8889","","","","tibia","","1","table","","","Leptoceratops gracilis","species","52827","","Leptoceratops gracilis","species","52827","70.6","66","9234"
"18728","spm","","604289","0","64353","NMC 8889","","","","fibula","","1","table","","","Leptoceratops gracilis","species","52827","","Leptoceratops gracilis","species","52827","70.6","66","9234"
"18729","spm","","534238","33694","55266","Amer. Mus. No. 5464","holotype","","","femur","","1","table","","","Leptoceratops cerorhynchus","species","52829","recombined as","Montanoceratops cerorhynchus","species","52829","70.6","66","14769"
"18730","spm","","534238","33694","55266","Amer. Mus. No. 5464","holotype","","","tibia","","1","table","","","Leptoceratops cerorhynchus","species","52829","recombined as","Montanoceratops cerorhynchus","species","52829","70.6","66","14769"
"18731","spm","","534238","33694","55266","Amer. Mus. No. 5464","holotype","","","fibula","","1","table","","","Leptoceratops cerorhynchus","species","52829","recombined as","Montanoceratops cerorhynchus","species","52829","70.6","66","14769"
"18732","spm","","604789","0","64436","AMNH 5272","","","","ulna","","1","table","","","Hypacrosaurus altispinus","species","56406","","Hypacrosaurus altispinus","species","56406","83.5","66","9647"
"18733","spm","","604789","0","64436","AMNH 5272","","","","femur","","1","table","","","Hypacrosaurus altispinus","species","56406","","Hypacrosaurus altispinus","species","56406","83.5","66","9647"
"18734","spm","","604789","0","64436","AMNH 5272","","","","tibia","","1","table","","","Hypacrosaurus altispinus","species","56406","","Hypacrosaurus altispinus","species","56406","83.5","66","9647"
"18735","spm","","604789","0","64436","AMNH 5272","","","","fibula","","1","table","","this is the measure of Metatarsal III","Hypacrosaurus altispinus","species","56406","","Hypacrosaurus altispinus","species","56406","83.5","66","9647"
"18736","spm","","535202","13698","55386","USNM 7948 ","","","","ulna","","1","table","","","Lambeosaurinae","subfamily","53394","","Lambeosaurinae","subfamily","53394","83.6","72.1","14881"
"18737","spm","","535202","13698","55386","USNM 7948 ","","","","femur","","1","table","","","Lambeosaurinae","subfamily","53394","","Lambeosaurinae","subfamily","53394","83.6","72.1","14881"
"18738","spm","","535202","13698","55386","USNM 7948 ","","","","tibia","","1","table","","","Lambeosaurinae","subfamily","53394","","Lambeosaurinae","subfamily","53394","83.6","72.1","14881"
"18739","spm","","535202","13698","55386","USNM 7948 ","","","","fibula","","1","table","","","Lambeosaurinae","subfamily","53394","","Lambeosaurinae","subfamily","53394","83.6","72.1","14881"
"18740","spm","","408082","0","28366","USNM 4934","holotype","","right","scapula","","1","table","","","Stegosaurus stenops","species","56491","","Stegosaurus stenops","species","56491","155.7","145","12769"
"18741","spm","","408082","0","28366","USNM 4934","holotype","","both","humerus","","1","table","","mean of left and right","Stegosaurus stenops","species","56491","","Stegosaurus stenops","species","56491","155.7","145","12769"
"18742","spm","","408082","0","28366","USNM 4934","holotype","","right","ulna","","1","table","","","Stegosaurus stenops","species","56491","","Stegosaurus stenops","species","56491","155.7","145","12769"
"18743","spm","","408082","0","28366","USNM 4934","holotype","","right","radius","","1","table","","","Stegosaurus stenops","species","56491","","Stegosaurus stenops","species","56491","155.7","145","12769"
"18744","spm","","408082","0","28366","USNM 4934","holotype","","right","femur","","1","table","","","Stegosaurus stenops","species","56491","","Stegosaurus stenops","species","56491","155.7","145","12769"
"18745","spm","","408082","0","28366","USNM 4934","holotype","","right","tibia","","1","table","","","Stegosaurus stenops","species","56491","","Stegosaurus stenops","species","56491","155.7","145","12769"
"18746","spm","","408082","0","28366","USNM 4934","holotype","","right","fibula","","1","table","","","Stegosaurus stenops","species","56491","","Stegosaurus stenops","species","56491","155.7","145","12769"
"18747","spm","","408082","0","28366","USNM 4929","","","left","scapula","","1","table","","","Stegosaurus stenops","species","56491","","Stegosaurus stenops","species","56491","155.7","145","12769"
"18748","spm","","408082","0","28366","USNM 4929","","","both","humerus","","1","table","","mean of left and right","Stegosaurus stenops","species","56491","","Stegosaurus stenops","species","56491","155.7","145","12769"
"18749","spm","","650180","32681","70276","MNA Pl.1762","","","","tibia","","1","table","","","Ornithomimus","genus","38544","","Ornithomimus","genus","38544","83.5","70.6","23593"
"18750","spm","","248075","19747","14437","ANSP 15800","holotype","","","scapula","","1","table","","","Avaceratops lammersi","species","55539","","Avaceratops lammersi","species","55539","83.5","70.6","25472"
"18751","spm","","248075","19747","14437","ANSP 15800","holotype","","","coracoid","","1","table","","","Avaceratops lammersi","species","55539","","Avaceratops lammersi","species","55539","83.5","70.6","25472"
"18752","spm","","248075","19747","14437","ANSP 15800","holotype","","","humerus","","1","table","","","Avaceratops lammersi","species","55539","","Avaceratops lammersi","species","55539","83.5","70.6","25472"
"18753","spm","","248075","19747","14437","ANSP 15800","holotype","","","ulna","","1","table","","","Avaceratops lammersi","species","55539","","Avaceratops lammersi","species","55539","83.5","70.6","25472"
"18754","spm","","248075","19747","14437","ANSP 15800","holotype","","","radius","","1","table","","","Avaceratops lammersi","species","55539","","Avaceratops lammersi","species","55539","83.5","70.6","25472"
"18755","spm","","248075","19747","14437","ANSP 15800","holotype","","","femur","","1","table","","","Avaceratops lammersi","species","55539","","Avaceratops lammersi","species","55539","83.5","70.6","25472"
"18756","spm","","248075","19747","14437","ANSP 15800","holotype","","","tibia","","1","table","","","Avaceratops lammersi","species","55539","","Avaceratops lammersi","species","55539","83.5","70.6","25472"
"18757","spm","","496308","0","50083","USNM 7950","","","","ulna","","1","table","","","Brachyceratops montanensis","species","63895","nomen dubium","Centrosaurinae","subfamily","53953","83.6","72.1","25472"
"18758","spm","","496308","0","50083","USNM 7950","","","","femur","","1","table","","","Brachyceratops montanensis","species","63895","nomen dubium","Centrosaurinae","subfamily","53953","83.6","72.1","25472"
"18759","spm","","496308","0","50083","USNM 7950","","","","tibia","","1","table","","","Brachyceratops montanensis","species","63895","nomen dubium","Centrosaurinae","subfamily","53953","83.6","72.1","25472"
"18760","spm","","229342","0","22709","","","","","humerus","","8","table","","","Chasmosaurus mariscalensis","species","52772","recombined as","Agujaceratops mariscalensis","species","52772","83.5","70.6","14107"
"18761","spm","","229342","0","22709","","","","","ulna","","1","table","","minimum width is a mean for three specimens","Chasmosaurus mariscalensis","species","52772","recombined as","Agujaceratops mariscalensis","species","52772","83.5","70.6","14107"
"18762","spm","","229342","0","22709","","","","","radius","","3","table","","","Chasmosaurus mariscalensis","species","52772","recombined as","Agujaceratops mariscalensis","species","52772","83.5","70.6","14107"
"18763","spm","","229342","0","22709","","","","","femur","","11","table","","width is a mean for 17 specimens","Chasmosaurus mariscalensis","species","52772","recombined as","Agujaceratops mariscalensis","species","52772","83.5","70.6","14107"
"18764","spm","","229342","0","22709","","","","","tibia","","9","table","","width is a mean for 14 specimens","Chasmosaurus mariscalensis","species","52772","recombined as","Agujaceratops mariscalensis","species","52772","83.5","70.6","14107"
"18765","spm","","229342","0","22709","","","","","fibula","","1","table","","width is a mean for three specimens","Chasmosaurus mariscalensis","species","52772","recombined as","Agujaceratops mariscalensis","species","52772","83.5","70.6","14107"
"18766","spm","","144307","22890","12584","OMNH 10131","","","left","femur","","1","text","","length is estimated","Bistahieversor sealeyi","species","163808","","Bistahieversor sealeyi","species","163808","83.5","70.6","4247"
"18767","spm","","487439","12435","48932","AMNH 21795","","","","humerus","","1","table","","","Ornithomimus asiaticus","species","57275","recombined as","Archaeornithomimus asiaticus","species","57275","83.5","70.6","14108"
"18768","spm","","487439","12435","48932","AMNH 21796","","","","radius","","1","table","","","Ornithomimus asiaticus","species","57275","recombined as","Archaeornithomimus asiaticus","species","57275","83.5","70.6","14108"
"18769","spm","","487439","12435","48932","AMNH 21796","","","","ulna","","1","table","","","Ornithomimus asiaticus","species","57275","recombined as","Archaeornithomimus asiaticus","species","57275","83.5","70.6","14108"
